ProbeID,Variance
AFFX-HUMRGE/M10098_5_at,12.953702902731052
224588_at,10.128528973436435
242128_at,10.120597761305397
206018_at,9.028784443989785
221805_at,9.01742821491475
203001_s_at,8.87664788650083
240065_at,8.845918455576353
205000_at,8.686804378401462
206140_at,8.599913459956184
209395_at,8.581746873483436
224590_at,8.272510640889985
AFFX-HUMRGE/M10098_M_at,8.113490288691844
1568612_at,8.107713220470322
221728_x_at,8.07291469045947
209396_s_at,7.988199234064314
203000_at,7.9280264763679344
205626_s_at,7.91338143401123
229012_at,7.7893653343441835
206502_s_at,7.777381639233004
210033_s_at,7.731884933100525
214218_s_at,7.68970194435001
231666_at,7.639670464199685
228170_at,7.605691849324545
204712_at,7.547037478441757
236538_at,7.501559884818359
231077_at,7.410455263657808
210016_at,7.380330573305411
210809_s_at,7.3426053972509076
206135_at,7.307400207570027
231731_at,7.288013785480524
206915_at,7.143101188606322
227671_at,7.129909167018842
206552_s_at,7.104795597090292
201909_at,7.0297488803047115
AFFX-M27830_5_at,6.98269624230639
242344_at,6.953372990167782
205625_s_at,6.886968885118675
206826_at,6.801577651272291
205358_at,6.764474660789679
236085_at,6.758603252704172
210066_s_at,6.745589442653413
210067_at,6.685363878597465
214974_x_at,6.651103555214045
208650_s_at,6.649705489526504
206163_at,6.6378952370938125
206172_at,6.567888991696665
204409_s_at,6.520304167906023
206785_s_at,6.490125528871086
210881_s_at,6.47352459930466
237058_x_at,6.455531285901079
1557636_a_at,6.454174475131007
221795_at,6.440811943657292
202409_at,6.3855626204619504
228915_at,6.3635905840141005
206282_at,6.357116919308871
221008_s_at,6.2995843784072925
227202_at,6.246677587997167
243339_at,6.2274611549179415
230577_at,6.2226584581394135
202410_x_at,6.184062910259235
209988_s_at,6.174419775163995
228636_at,6.138299120551249
1553635_s_at,6.135304949685888
235521_at,6.096778398553189
210302_s_at,6.094842074774848
224209_s_at,6.093855982205918
232010_at,6.017235048235098
205113_at,6.015639487421701
218002_s_at,5.989974429121369
231192_at,5.988456399759916
205278_at,5.982583668060825
228766_at,5.972311873445272
206456_at,5.946961935553233
206349_at,5.90040867568454
235066_at,5.883987409718899
231628_s_at,5.847980973170957
204851_s_at,5.842487793764455
202018_s_at,5.834821118523001
205433_at,5.792821005591238
232377_at,5.7890899418195465
235591_at,5.758091683161364
241805_at,5.735391256264846
230093_at,5.734013115642273
235118_at,5.731397457246445
204865_at,5.67638478964292
241833_at,5.657654098919605
204933_s_at,5.651887114981823
221916_at,5.644272558893698
242162_at,5.638107266821883
205923_at,5.631629643269348
228904_at,5.6306004006208
220551_at,5.628307555097868
236308_at,5.628030691686592
205471_s_at,5.6213568262950915
204584_at,5.618281601150463
209072_at,5.6104357822884525
210198_s_at,5.608999182062843
202437_s_at,5.607567142517138
210068_s_at,5.606370490897171
206190_at,5.53413808856021
228956_at,5.532760449314304
224650_at,5.528129222212
203131_at,5.525285580355049
213920_at,5.509990313732481
226863_at,5.507785561061873
225165_at,5.504134848960027
235127_at,5.493708676157332
241470_x_at,5.4903776589321085
214651_s_at,5.463387765232345
220889_s_at,5.454534799905819
230303_at,5.452162102843813
205551_at,5.451279988968197
AFFX-HUMRGE/M10098_3_at,5.4472345952121675
219564_at,5.437821228363062
230865_at,5.436050767815024
1556057_s_at,5.416907870598915
236761_at,5.4093253185301196
227242_s_at,5.384318080544927
213825_at,5.3816709216107625
228260_at,5.377276218366689
266_s_at,5.370175616632864
241998_at,5.36746579882176
204465_s_at,5.346857406507431
229110_at,5.339237679059257
236896_at,5.324640436957219
238073_at,5.321677157190405
223557_s_at,5.31993035336894
204932_at,5.304830625399835
223529_at,5.297898956056433
206984_s_at,5.296573228054355
205347_s_at,5.28807852784288
223673_at,5.282574771558965
229057_at,5.268675315620736
1556096_s_at,5.264445499826444
204260_at,5.248396558180395
240275_at,5.229583123708405
205751_at,5.204473086173329
230472_at,5.1879949316906115
206159_at,5.16565134284321
210135_s_at,5.156333957078323
237282_s_at,5.145435115843061
1556351_at,5.138693498109101
210906_x_at,5.13849285727695
203798_s_at,5.135168928486707
228547_at,5.135082712079601
222484_s_at,5.133299126060608
231729_s_at,5.12886722647928
201292_at,5.122814927318944
231384_at,5.116887215794045
238914_at,5.115376827702416
213841_at,5.111220672264015
230560_at,5.109147442561006
238116_at,5.101101596557167
217562_at,5.062955858921554
215446_s_at,5.057250323373868
226213_at,5.03070732017546
228010_at,5.023450336310845
213496_at,5.016652807376628
214680_at,5.0021688491975045
214111_at,4.999811711728885
214774_x_at,4.999654348056524
236028_at,4.998734116743474
209987_s_at,4.992373950586639
205932_s_at,4.991099230819824
227760_at,4.988824066152793
202508_s_at,4.978757648191851
201291_s_at,4.976245528228238
218625_at,4.969368997591543
209047_at,4.948466807554328
239537_at,4.9440194511132
242715_at,4.928754177713045
204850_s_at,4.921716305786285
242488_at,4.92000488012064
244118_at,4.893916544131107
229294_at,4.887990510219433
203998_s_at,4.887261681514849
241310_at,4.883198567075941
206898_at,4.879555347418678
227253_at,4.872128537583348
203400_s_at,4.864267716283412
213436_at,4.853084449432632
239765_at,4.849807115862805
1555564_a_at,4.8366865780469945
207093_s_at,4.827503917404482
235468_at,4.824858076962715
210032_s_at,4.822838618948676
216379_x_at,4.813948244164007
203889_at,4.77792202601873
224463_s_at,4.762289657369854
229782_at,4.748862052842621
230144_at,4.747097574693058
239916_at,4.743305512815828
205363_at,4.741376754247233
239468_at,4.737207416696329
202237_at,4.732593692723355
237281_at,4.73168306178833
221950_at,4.728490343047154
223122_s_at,4.722135765797072
231728_at,4.721947399353312
231397_at,4.7059643151578125
210721_s_at,4.687830100373313
226913_s_at,4.687178997280733
231771_at,4.672826527449893
209771_x_at,4.671902392237367
204955_at,4.660917010126257
236824_at,4.660096023051069
216623_x_at,4.656891792110749
224589_at,4.646545458228992
230765_at,4.637249151994679
212353_at,4.6193564876953666
204379_s_at,4.612470094749796
213060_s_at,4.607223602502798
226086_at,4.602307841786884
1552943_at,4.597934802086361
227662_at,4.580187159358241
204187_at,4.578556443894196
228492_at,4.5783643254347375
206157_at,4.574403315245674
210383_at,4.566017191606673
228796_at,4.56093576204743
1555778_a_at,4.5577965796214315
230117_at,4.5473666507887724
224646_x_at,4.546572812331437
219619_at,4.54455090848017
203820_s_at,4.540172509925857
206385_s_at,4.537505131036562
240433_x_at,4.534677479283226
229151_at,4.5326063416511655
205472_s_at,4.531441459501413
243672_at,4.529487453911423
227690_at,4.52515185496036
1562371_s_at,4.5205371887383325
226482_s_at,4.484268375581867
229259_at,4.468723846448115
232636_at,4.463303121445321
206935_at,4.46042448901328
213479_at,4.457373033481127
203999_at,4.447490738431955
227209_at,4.444591045533987
207103_at,4.440391165855908
223550_s_at,4.432628132008413
209842_at,4.429639085783137
1565483_at,4.427079036299588
230130_at,4.4138588280531215
207695_s_at,4.407886703590165
209555_s_at,4.400564267229486
229831_at,4.388676043962956
231898_x_at,4.369490219891197
230781_at,4.364753840576409
231773_at,4.358713795120099
1557395_at,4.358148015742129
238663_x_at,4.342932864820957
219263_at,4.341892977387421
206773_at,4.340090292276923
1552754_a_at,4.339413645146896
210040_at,4.32299391793459
207723_s_at,4.3016411435079265
235795_at,4.301433531757205
216598_s_at,4.2954267452680615
233002_at,4.288492860324066
238327_at,4.282480612081057
222891_s_at,4.2818906570838315
201843_s_at,4.280899794085248
231325_at,4.278125051785573
229309_at,4.273193321640482
206070_s_at,4.249417301140155
228640_at,4.239533922889903
206280_at,4.239440749329677
207010_at,4.2385998098306095
238966_at,4.2371227580093365
219148_at,4.230649911703652
231911_at,4.22831575151619
243483_at,4.22812172062639
229300_at,4.224174205020184
223642_at,4.221607559413201
209774_x_at,4.21996742854716
207060_at,4.219907609059385
230923_at,4.219330566758757
231213_at,4.214612301287243
1568603_at,4.212260620925246
1555804_a_at,4.210705727001921
207957_s_at,4.2059931829321044
230698_at,4.2033973790397505
235342_at,4.196241093539305
231040_at,4.195613645352666
230680_at,4.190673219266162
203854_at,4.188476782529328
229435_at,4.1883847268876915
221884_at,4.179823654603586
226228_at,4.178650816682237
201890_at,4.177068874355671
220591_s_at,4.176863815614154
203819_s_at,4.17160977580599
215078_at,4.169920649523218
205578_at,4.167970091346765
242286_at,4.158564592098398
201842_s_at,4.155954147175016
229778_at,4.154631184043482
235885_at,4.14703484616946
231380_at,4.145104154092433
221796_at,4.13854798106384
233157_x_at,4.130421783062602
220156_at,4.127857242944802
220269_at,4.127417264454245
219918_s_at,4.121527107492583
235527_at,4.1128672176168894
218623_at,4.107762347751301
206315_at,4.107120508628952
222722_at,4.103418638843567
204724_s_at,4.103371829358045
226420_at,4.087083466127853
231776_at,4.080801917326556
205989_s_at,4.080284403438635
233059_at,4.080221040541688
223500_at,4.07473175376124
203797_at,4.071931696373877
219732_at,4.054815529887747
205737_at,4.044725958246317
226612_at,4.0432320816582115
206101_at,4.039239227571466
238877_at,4.037579517487529
228329_at,4.032887472071765
232424_at,4.030080696681128
207164_s_at,4.028686781763421
218876_at,4.025306595937682
213921_at,4.019845912378192
1552439_s_at,4.014544844410125
1558034_s_at,4.013210837271618
237250_at,4.00715690757554
1552365_at,4.006065163390563
228143_at,4.000905526932805
223434_at,3.996632886767028
205549_at,3.996052274373214
1554012_at,3.9947352327944086
214913_at,3.9902284825379044
204846_at,3.9782589183679975
214120_at,3.977978407861782
206941_x_at,3.9762763113021444
205728_at,3.9759055898695355
206488_s_at,3.9755060371660824
220359_s_at,3.972156876463655
204298_s_at,3.9643276637006672
202454_s_at,3.9563278840717873
239291_at,3.9545977765519353
238521_at,3.9463595138780914
220979_s_at,3.9351165457344353
201012_at,3.9348695838125765
204304_s_at,3.9330168741414715
229273_at,3.9318917520680903
203180_at,3.9284201795149007
215228_at,3.9192534140057043
205475_at,3.916737927540032
220520_s_at,3.915232971488494
221217_s_at,3.908377941728815
209309_at,3.904250780891605
1565484_x_at,3.9034563704141827
1557122_s_at,3.898384350746702
231867_at,3.894190731069608
219895_at,3.889270120286316
208651_x_at,3.888486700599282
206051_at,3.885140688930181
229824_at,3.8815607448173424
213967_at,3.881316688390465
210292_s_at,3.879020378750372
1554298_a_at,3.873734339848494
221911_at,3.869436171722209
231084_at,3.868595224442586
232411_at,3.860648226647911
209772_s_at,3.858972950763318
229976_at,3.8584106624136068
242206_at,3.857486903907307
202238_s_at,3.839415749843217
229170_s_at,3.8369812100267158
241440_at,3.8364378676783333
221801_x_at,3.833906318978634
202436_s_at,3.8330694040265287
229823_at,3.829731142710976
230563_at,3.8294082110863794
203868_s_at,3.8259230648568834
223704_s_at,3.825266313453394
228821_at,3.823460694745003
209292_at,3.8232159214666974
207443_at,3.8191314425463
214063_s_at,3.8146481576373796
202859_x_at,3.805190660165502
204723_at,3.7999125177704234
228642_at,3.7998179197115642
1553797_a_at,3.7976344523837517
219308_s_at,3.787557166413273
212732_at,3.784901752196145
231930_at,3.7771183232957037
206290_s_at,3.7596234439282883
209560_s_at,3.7594220557469793
215101_s_at,3.7559582842134964
227361_at,3.7478627962767024
1553126_a_at,3.7476155039545587
1554526_at,3.7418424608109397
1554593_s_at,3.7381186681720693
202357_s_at,3.7377925285735287
226766_at,3.7342258016491976
225275_at,3.7338422971795557
223623_at,3.7311539111200855
235377_at,3.731103738167984
230964_at,3.7275134129684724
207174_at,3.7244014469201843
231980_at,3.7203403655113094
207542_s_at,3.719635633576838
231577_s_at,3.7193671343199934
211219_s_at,3.716965575613105
229430_at,3.71578995651105
232164_s_at,3.711098870186796
1556003_a_at,3.7101690513557166
205856_at,3.7076422158348943
228581_at,3.706089111604778
241535_at,3.705772478590997
210432_s_at,3.701147980383023
201645_at,3.6880554091309423
209156_s_at,3.6787444080771023
1565358_at,3.6776508773880394
204679_at,3.672711664000373
230030_at,3.672686156232743
211430_s_at,3.672560981492279
242138_at,3.6672618114599382
239921_at,3.6643763754321057
228504_at,3.6607545768423275
214954_at,3.6597917380538822
205818_at,3.6575543523029355
206624_at,3.655262783280852
243278_at,3.650846053933425
204913_s_at,3.6483971017399126
227243_s_at,3.644751628304969
230763_at,3.640587910600952
206893_at,3.637546177125859
1561319_at,3.6369290595678168
235343_at,3.6363447074574897
205230_at,3.6348369915559764
229266_at,3.6305890371687184
236234_at,3.6295070418158133
211538_s_at,3.6226822840703905
213745_at,3.6223038197208077
232887_at,3.6217175919689293
243173_at,3.617456463441449
215767_at,3.6160648021527027
229406_at,3.6145667504279997
223654_s_at,3.614129925807224
